question,answer,context,result,model_name,temperature,error
Find the cities that have more than one employee under age 30.,SELECT city FROM employee WHERE age  <  30 GROUP BY city HAVING count(*)  >  1,"CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID""))",SELECT City FROM employee GROUP BY City HAVING COUNT(*) > 1 AND MAX(Age) < 30;,gpt-3.5-turbo-0125,0.0,
Find the number of shops in each location.,"SELECT count(*) ,  LOCATION FROM shop GROUP BY LOCATION","CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID""))","SELECT City, COUNT(*) AS Number_of_Shops FROM employee GROUP BY City;",gpt-3.5-turbo-0125,0.0,
How many shops are there in each location?,"SELECT count(*) ,  LOCATION FROM shop GROUP BY LOCATION","CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID""))","SELECT City, COUNT(*) AS Number_of_Shops FROM employee GROUP BY City;",gpt-3.5-turbo-0125,0.0,
Find the manager name and district of the shop whose number of products is the largest.,"SELECT manager_name ,  district FROM shop ORDER BY number_products DESC LIMIT 1","CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID""))","SELECT manager_name, district FROM shop ORDER BY number_of_products DESC LIMIT 1",gpt-3.5-turbo-0125,0.0,
What are the manager name and district of the shop that sells the largest number of products?,"SELECT manager_name ,  district FROM shop ORDER BY number_products DESC LIMIT 1","CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID""))","SELECT manager_name, district FROM shop WHERE shop_id IN (SELECT shop_id FROM sells GROUP BY shop_id ORDER BY COUNT(product_id) DESC LIMIT 1)",gpt-3.5-turbo-0125,0.0,
find the minimum and maximum number of products of all stores.,"SELECT min(Number_products) ,  max(Number_products) FROM shop","CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID""))","SELECT MIN(products) AS min_products, MAX(products) AS max_products FROM (SELECT COUNT(*) AS products FROM stores GROUP BY store_id) AS product_count",gpt-3.5-turbo-0125,0.0,
What are the minimum and maximum number of products across all the shops?,"SELECT min(Number_products) ,  max(Number_products) FROM shop","CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID""))","SELECT MIN(products) AS min_products, MAX(products) AS max_products FROM (SELECT COUNT(*) AS products FROM shops GROUP BY shop_id) AS product_count",gpt-3.5-turbo-0125,0.0,
"Return the name, location and district of all shops in descending order of number of products.","SELECT name ,  LOCATION ,  district FROM shop ORDER BY number_products DESC","CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID""))","SELECT name, location, district FROM shops ORDER BY number_of_products DESC",gpt-3.5-turbo-0125,0.0,
"Sort all the shops by number products in descending order, and return the name, location and district of each shop.","SELECT name ,  LOCATION ,  district FROM shop ORDER BY number_products DESC","CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID""))","SELECT name, location, district FROM shops ORDER BY number_products DESC",gpt-3.5-turbo-0125,0.0,
Find the names of stores whose number products is more than the average number of products.,SELECT name FROM shop WHERE number_products  >  (SELECT avg(number_products) FROM shop),"CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID""))",SELECT Name FROM stores WHERE number_of_products > (SELECT AVG(number_of_products) FROM stores),gpt-3.5-turbo-0125,0.0,
Which shops' number products is above the average? Give me the shop names.,SELECT name FROM shop WHERE number_products  >  (SELECT avg(number_products) FROM shop),"CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID""))",SELECT Name FROM Shops GROUP BY Name HAVING COUNT(Products) > (SELECT AVG(Products) FROM Shops),gpt-3.5-turbo-0125,0.0,
find the name of employee who was awarded the most times in the evaluation.,SELECT t1.name FROM employee AS t1 JOIN evaluation AS t2 ON t1.Employee_ID  =  t2.Employee_ID GROUP BY t2.Employee_ID ORDER BY count(*) DESC LIMIT 1,"CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID""))",SELECT Name FROM employee GROUP BY Name ORDER BY COUNT(*) DESC LIMIT 1,gpt-3.5-turbo-0125,0.0,
Which employee received the most awards in evaluations? Give me the employee name.,SELECT t1.name FROM employee AS t1 JOIN evaluation AS t2 ON t1.Employee_ID  =  t2.Employee_ID GROUP BY t2.Employee_ID ORDER BY count(*) DESC LIMIT 1,"CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID""))",SELECT Name FROM employee WHERE Employee_ID IN (SELECT Employee_ID FROM evaluations GROUP BY Employee_ID ORDER BY COUNT(*) DESC LIMIT 1),gpt-3.5-turbo-0125,0.0,
Find the name of the employee who got the highest one time bonus.,SELECT t1.name FROM employee AS t1 JOIN evaluation AS t2 ON t1.Employee_ID  =  t2.Employee_ID ORDER BY t2.bonus DESC LIMIT 1,"CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID""))",SELECT Name FROM employee ORDER BY one_time_bonus DESC LIMIT 1,gpt-3.5-turbo-0125,0.0,
Which employee received the biggest bonus? Give me the employee name.,SELECT t1.name FROM employee AS t1 JOIN evaluation AS t2 ON t1.Employee_ID  =  t2.Employee_ID ORDER BY t2.bonus DESC LIMIT 1,"CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID""))",SELECT Name FROM employee ORDER BY Bonus DESC LIMIT 1,gpt-3.5-turbo-0125,0.0,
Find the names of employees who never won any award in the evaluation.,SELECT name FROM employee WHERE Employee_ID NOT IN (SELECT Employee_ID FROM evaluation),"CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID""))",SELECT Name FROM employee WHERE Employee_ID NOT IN (SELECT Employee_ID FROM awards),gpt-3.5-turbo-0125,0.0,
What are the names of the employees who never received any evaluation?,SELECT name FROM employee WHERE Employee_ID NOT IN (SELECT Employee_ID FROM evaluation),"CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID""))",SELECT Name FROM employee WHERE Employee_ID NOT IN (SELECT Employee_ID FROM evaluation),gpt-3.5-turbo-0125,0.0,
What is the name of the shop that is hiring the largest number of employees?,SELECT t2.name FROM hiring AS t1 JOIN shop AS t2 ON t1.shop_id  =  t2.shop_id GROUP BY t1.shop_id ORDER BY count(*) DESC LIMIT 1,"CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID""))",SELECT Name FROM shop WHERE Shop_ID = (SELECT Shop_ID FROM employee GROUP BY Shop_ID ORDER BY COUNT(*) DESC LIMIT 1),gpt-3.5-turbo-0125,0.0,
Which shop has the most employees? Give me the shop name.,SELECT t2.name FROM hiring AS t1 JOIN shop AS t2 ON t1.shop_id  =  t2.shop_id GROUP BY t1.shop_id ORDER BY count(*) DESC LIMIT 1,"CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID""))",SELECT Name AS shop_name FROM employee GROUP BY Name ORDER BY COUNT(*) DESC LIMIT 1,gpt-3.5-turbo-0125,0.0,
Find the name of the shops that do not hire any employee.,SELECT name FROM shop WHERE shop_id NOT IN (SELECT shop_id FROM hiring),"CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID""))",SELECT Name FROM shop WHERE shop_id NOT IN (SELECT DISTINCT shop_id FROM employee),gpt-3.5-turbo-0125,0.0,
Which shops run with no employees? Find the shop names,SELECT name FROM shop WHERE shop_id NOT IN (SELECT shop_id FROM hiring),"CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID""))",SELECT shop_name FROM shops WHERE NOT EXISTS (SELECT * FROM employees WHERE employees.shop_id = shops.shop_id),gpt-3.5-turbo-0125,0.0,
Find the number of employees hired in each shop; show the shop name as well.,"SELECT count(*) ,  t2.name FROM hiring AS t1 JOIN shop AS t2 ON t1.shop_id  =  t2.shop_id GROUP BY t2.name","CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID""))","SELECT shop_name, COUNT(Employee_ID) AS num_employees_hired FROM employee GROUP BY shop_name;",gpt-3.5-turbo-0125,0.0,
"For each shop, return the number of employees working there and the name of the shop.","SELECT count(*) ,  t2.name FROM hiring AS t1 JOIN shop AS t2 ON t1.shop_id  =  t2.shop_id GROUP BY t2.name","CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID""))","SELECT COUNT(Employee_ID) AS num_employees, Name AS shop_name FROM employee GROUP BY Name",gpt-3.5-turbo-0125,0.0,
What is total bonus given in all evaluations?,SELECT sum(bonus) FROM evaluation,"CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID""))",SELECT SUM(bonus) AS total_bonus FROM evaluations,gpt-3.5-turbo-0125,0.0,
Find the total amount of bonus given in all the evaluations.,SELECT sum(bonus) FROM evaluation,"CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID""))",SELECT SUM(bonus) AS total_bonus FROM evaluations,gpt-3.5-turbo-0125,0.0,
Give me all the information about hiring.,SELECT * FROM hiring,"CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID""))",SELECT * FROM employee WHERE City = 'hiring',gpt-3.5-turbo-0125,0.0,
What is all the information about hiring?,SELECT * FROM hiring,"CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID""))",SELECT * FROM employee WHERE City = 'hiring',gpt-3.5-turbo-0125,0.0,
Which district has both stores with less than 3000 products and stores with more than 10000 products?,SELECT district FROM shop WHERE Number_products  <  3000 INTERSECT SELECT district FROM shop WHERE Number_products  >  10000,"CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID""))",SELECT district FROM stores WHERE products < 3000 AND district IN (SELECT district FROM stores WHERE products > 10000),gpt-3.5-turbo-0125,0.0,
Find the districts in which there are both shops selling less than 3000 products and shops selling more than 10000 products.,SELECT district FROM shop WHERE Number_products  <  3000 INTERSECT SELECT district FROM shop WHERE Number_products  >  10000,"CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID"")); CREATE TABLE ""employee"" (""Employee_ID"" int,""Name"" text,""Age"" int,""City"" text,PRIMARY KEY (""Employee_ID""))",SELECT District FROM Shops WHERE Products < 3000 AND District IN (SELECT District FROM Shops WHERE Products > 10000),gpt-3.5-turbo-0125,0.0,
